31,2
7295,2
7474,3
7507,3
8904,3
10524,3
10683,4
10716,4
12917,4
13059,5
14661,5
14826,6
14879,6
16241,6
16732,6
16894,7
18644,7
18777,8
18835,8
18861,8
18883,8
19800,8
19945,9
19962,9
20012,9
20077,9
20438,9
20582,9
20617,9
22650,9
22777,10
22831,10
22855,10
24392,10
24723,10
24851,11
24891,11
24902,11
24953,11
25528,11
25660,12
25720,13
25781,13
25825,13
25864,13
25912,13
28381,13
28414,13
28542,14
28557,14
28632,14
28678,14
28726,14
28763,14
28834,14
29111,14
29199,15
29231,15
29254,15
29285,15
29307,15
29337,15
30488,15
30575,15
30666,15
31051,15
31500,15
31647,16
31664,16
31711,16
31749,16
31805,16
31819,16
32150,16
32169,16
32237,17
32262,17
32284,17
33588,17
33621,17
33808,17
34309,17
34334,17
34428,18
34474,18
35051,18
35076,18
35089,18
37543,18
37786,18
38835,18
38925,18
38995,18
39305,18
39418,18
40245,18
40577,18
40612,18
41789,18
42261,18
42389,18
42409,18
42920,18
44036,18
44226,18
53482,18
53655,17
53704,17
53745,17
53782,17
53814,17
53849,17
53888,17
53922,17
53945,17
53971,17
54006,17
54041,17
54074,17
54111,17
54153,17
54199,17
58058,17
58182,18
58212,18
58260,18
58288,18
58311,18
58342,18
58365,18
58397,18
58425,18
58435,18
58462,18
58494,18
58516,18
58539,18
58572,18
58596,18
58622,18
58655,18
59974,18
60548,18
61320,18
61435,19
61447,19
61973,19
62130,19
62352,19
63417,19
63687,19
63727,19
64351,19
64550,19
64901,19
65000,20
65015,20
65087,20
65136,21
65172,21
65222,21
65258,21
65295,21
65344,21
65379,21
65413,21
65461,21
65501,21
65550,21
65875,21
66080,21
66109,21
66491,21
66605,21
66718,21
66896,21
67116,21
67186,21
67281,22
67348,22
67393,22
67443,23
67455,23
67506,23
69013,23
69225,23
69283,24
69290,24
69318,24
69331,24
69345,24
69561,24
69627,24
70719,24
70931,24
70983,24
71301,24
72109,24
72200,24
72262,25
72292,25
72308,25
72320,25
72337,25
72349,25
72364,25
72382,25
72396,25
72409,25
72426,25
72438,25
72450,25
72800,25
73130,25
73142,25
73990,25
74033,25
74067,26
74087,26
74095,26
74103,26
74115,26
74125,26
74128,26
74138,26
74150,26
74302,26
74361,26
74388,27
74408,27
74423,27
74435,27
74549,27
74686,27
74693,27
74959,27
75313,27
75530,27
75795,27
75861,27
75871,28
75877,28
75880,28
75883,28
75887,28
75890,28
75893,28
75897,28
75900,28
75902,28
76180,28
76218,28
76635,28
76639,28
76779,28
76795,29
77303,29
77425,29
77508,29
77641,29
77679,30
77690,31
77696,31
77703,31
77708,31
77713,31
77720,31
77724,31
77730,31
77737,31
77742,31
77748,31
77755,31
77761,31
77764,31
77788,31
77791,31
77796,31
77799,31
77802,31
77806,31
77810,31
77813,31
78250,31
78255,31
78740,31
78755,32
78757,32
78759,32
78850,32
78959,32
79020,32
79022,32
79023,32
79148,32
79432,32
79460,32
79603,32
79619,33
79623,33
79626,33
79630,33
79633,33
79638,33
79641,33
79644,33
79649,33
79679,33
79838,33
79848,34
79857,35
79862,35
79867,35
79874,35
79879,35
79886,35
79891,35
79913,35
79919,35
79925,35
80072,35
80125,35
80293,35
80504,35
80533,35
80692,35
80762,35
80775,35
80799,35
80816,36
80822,36
80827,36
80834,36
80839,36
80845,36
80852,36
80854,36
80859,36
81041,36
81096,36
81102,37
81106,37
81111,37
81114,37
81391,37
81400,38
81403,38
81407,38
81411,38
81414,38
81417,38
81421,38
81424,38
81429,38
81523,38
81617,38
81728,38
81729,38
81838,38
81938,38
82082,38
82092,38
82106,39
82116,39
82123,39
82128,39
82136,39
82138,39
82144,39
82150,39
82157,39
82175,39
82186,39
82209,39
82322,39
82383,39
82528,39
82546,39
82775,39
82798,39
82810,40
82824,40
82830,40
82838,40
82941,40
